query,doc,label
rec.sport.hockey,"For updated playoff updates (scores, stats, summaries) e-mail me. (mmilitzo@skidmore.edu) with the subject STATS. ",1
rec.sport.hockey,"I edited a few newsgroup from that line (don't like to crosspost THAT much).  I can't compare the two, but I recently got an HP DeskJet 500.  I'm very pleased with the output (remember that I'm used to imagens, laser and postscript printers at school -- looks very good.  You have to be careful to let it dry before touching it, as it will smudge.  The deskjet is SLOW.  This is in comparison to the other printers I mentioned.  I have no idea how the bubblejet compares.  The interface between Win3.1 and the printer is just dandy, I've not had any problems with it.  Hope that helps some.  --Cindy  -- Cindy Tittle Moore",0
rec.sport.hockey,"It was a classy move.  But it looks like ESPN is going to devote most of the coverage to the Pens.  On Tuesday night, they continued to broadcast the Pen-Devil game even though Pittsburgh had the game well in control. Granted they did show some ""bonus"" coverage of the Caps and Isles but they cut away from the close game, which went into double ot, to update us on the fifth goal of the rout. Thursday was a good game even if it was the second straight game between the pens and devils.  IMHO they should program some variety into the telecasts.(Yes I know the game shown on saturday is between the B's and Sabres, probably throwing a bone to us Bruin fans.) And what about the Cambell conference?  I'd like to see a game in the Norris or Smythe.  Why not have back to back nights of National Hockey Night?  Just a thought.",1
rec.sport.hockey,"Hi folks  Say, I'm new to R5 and have one quick question.  In using xon ( xon  <machine_name> )  , I notice that it always comes up with a very small window .  I'm pretty sure its the default font.  My xterms all work normally. Is xon supposed to read your .Xresources for a font size ?  xrdb -q appears to show the right stuff.  I can use xon with arguments such as  xterm -fn 10x20    etc and everything is correct.  Of course you could always do a  simple script to do this , but I have a feeling I'm missing something simple here.  Comments / suggestions appreciated.  Thanks in advance",0
comp.windows.x,"--  In the R5 file fix-01 there is the line that reads as the subject line here.  I don't see a file fix-00.  When I got a few Hmmm... lines putting on fix-01, it made me wonder if I has missed 00. Am I off the mark?  Thank you.   ====================================================================== Ray Stell		stellr@smyrna.cc.vt.edu		(703) 231-4109",1
comp.windows.x," Does this organization have an official e-mail address these days? (an address for any of the SF Bay Area Lodges, e.g. Thelema would do.)                                       93...                                        A.Lizard ",0
sci.space," I don't know about C-5's,  but on C-130's  which are regularly used for Medium  haul  Personnel transport by the Army,  only have a funnel and a garden hose  in the aft.  The female personnel hate long trips in the box cars.",1
sci.space,"Hi,  I have a few questions about laying out a PCB. I am using easytrax for dos which is a great program. But what my question is When laying out traces what thickness should they be? I am mainly designing low voltage low current boards for micro controller apps. What should pad sizes be for resistors? I will be turning to a commercial PCB maker to produce 1's of these boards and I was wondering what is the minimum distance traces should be from each other. Well any info would be great. Thanks.                                                  Anton ",0
rec.motorcycles," I'll throw in a vote for a Metzler ""economy"" tire, the ME77. Good for mid-size older bikes. Rated to 130mph. Wearing well and handles my 12 mile ride(twisties) to work well on the SR500. Costs a bit  more than the Chengs/IRC's etc, but still less than the Sport Metzlers for the newer bikes. Cost from Chaparral is about $60 for the front, and $70 for the rear.",1
rec.motorcycles,"FOR IMMEDIATE RELEASE  Editorial Contact: Single Source Marketing:  Myra Manahan    (714) 545-1338 Genoa Systems:            Joseph Brunoli  (408) 432-9090                           Neil Roehm      (408) 432-9090/Technical                         Genoa Presents High Performance                          Video Graphics Accelerator          SAN JOSE, Calif USA -- Genoa Systems Corporation announces  WINDOWSVGA 24,  a True Color 24-bit graphics accelerator card that  delivers up to 16.8 million colors at speeds faster than the  competition.  Plus it offers a full range of resolutions, high  refresh rates as well as unique proprietary performance features.   The card is available in both 16-bit ISA bus and 32-bit VESA Local  bus versions (models 8500 AND 8500VL).         With 1MB DRAM on board, the WINDOWSVGA 24 card offers  maximum resolution up to 1,280 x 1,024 and supports a refresh rate  of 72Hz at 800 x 600 and resolution up to 1,024 x 768  non-interlaced. Both models provide performance many times greater  than standard SVGA boards, yet conform to all current video  standards.         WINDOWSVGA 24 features Genoa's FlickerFree(tm) technology,  which eliminates screen flash and flicker to make viewing much more  comfortable.  the cards also come with Safescan(tm), a utility  developed by Genoa to eliminate the black border around the screen  and thereby provide 100-percent screen use for overscanning monitors.         WINDOWSVGA model 8500VL takes full advantage of the speed  offered by the new VESA Local bus technology.  Most VL bus cards  will only handle data transfers up to 33MHz, but the 8500VL will  transfer data at the full speed of the CPU, up to 50MHz.  Genoa is  also offering this card in the ""TurboBahn"" combination packaged  with their TURBOEXPRESS 486VL motherboard.         Built around the Cirrus Logic GD-5426 GUI accelerator,  WINDOWSVGA 24 offers the user an exceptional price/performance  value.  Genoa's advanced proprietary drivers act to ""turbocharge""  the chip, thereby providing an affordable accelerator card with  power and performance that surpass many of the more highly priced  chip cards.  The Genoa user will enjoy optimal speed and  reliability for such programs as Windows, AutoCAD, AutoShade, 3D  Studio, OS/2, OrCAD and more.  Driver updates and product bulletins  are available on Genoa's BBS at (408) 943-1231.         Genoa Systems manufactures and markets an extensive line of  graphics adapters, motherboards, audio and multimedia cards for  IBM-compatible personal computers.  All products come with a two  year limited warranty on parts and labor.  Genoa products are  currently distributed worldwide through authorized distributors,  resellers, VARs and systems integrators.         For more information contact Joe Brunoli, Marketing  Manager, Genoa Systems at 75 E. Trimble Road, San Jose, Calif.  95131; Tel: (408) 432-9090 or (800) 934-3662; Fax: (408) 434-0997.          ",0
talk.politics.misc,"------------------------------------------- It's already in the hands of a monopoly of the rich because of capitalism of land. Other than government land, saved for posterity and the eco-system as well as government function, the remaining land is owned by a smaller percentage of the people than ever before. The game of capitalism is almost won. The game has only to be declared over and we will have to take matters into our own hands and redistribute it again fairly, or else be enslaved in return for a place to live. Here in central California, already, fewer than 30% own all the property and 5% of them own 90% of it. That's twice what it was twenty years ago. Rents are so high that you pay 60% of your income for rent. If you just have a McJob, all you can afford is one room, if that. Some 30% of minimum wage workers are homeless. Unless you both have degrees in technical fields and are working in them, (in the midst of 30% unemployment in high tech jobs!), you will never own anything but a used car if you choose to have more than one child!!! And everywhere else you could afford there are no jobs. The only way to get there is to save and not consume any more than you have to, clothing used, food poor. No movies, no entertainment,, ect. for about five to seven years, and then, if you've saved $20,000, if you can get together that much, and that's ignoring your kids and working two jobs, then you can buy a home in Arkansas or Missouri outright and live somewhere where they flood every other year! That's an exaggeration if you pay close attention to the flood lines on other people's houses and find a sturdy hill, then you can buy one up there! Also buy a rowboat. Missouri's not so bad, if you like the sensation of sleeping in a sweatbox in summer and your car freezing solid in winter. They really do put those heaters into the dipstick hole to keep them warm enough to start with ether!:) Shit, kill the rich and redistribute the livable property. Kill all of them! -RSW  --------------------------------------------- The land is simply granted to people who live on it now. Extra is kept for the future. You get to stay where you are without paying rent. Land that supports others becomes property of the state. Farmers are welcome to plant crops that people need according to demand and ability and soil quality. If you want to grow sourgum because you always did, and you aren't doing a good job, then we let another farmer grow sorghum, and you grow something else. When people die the land they were entitled to use goes into the public holdings. No one can sell land, but they can trade places with anybody. No one can lease land. The government will locally distribute the use of the land not used for residences. Residences that are insufficient to the families living there can be traded to the public for a larger house and yard according to need and availability. The local land council who vow to live on their land till death to avoid profit ties will decide fairness subject to review by the state and federal land councils. It will cost no more than any fucking thing costs now with fucking assed rent going down a deep dark hole to the owners! Anyone can submit a request for a larger house or land to start a business on, depending on a valid business plan and community needs. Heavy equipment is subject to seizure for the public good or as needed. Heavy equipment operators are encouraged to keep and maintain their own machine and to operate it at a reasonable salary in service to the community. Companies who own many machines are to be divided among the appropriate equipment operators and the rest to be let to valid operators on a need basis. Cost of upkeep is charged. A guild of heavy machine operators is recognized for safety and training's sake. Their council is a subcouncil to the community council. Etc. Etc. Etc. It isn't so hard to think of a better system than we have. All you have to do is realize that the system we have now is not sacrosanct, in fact it's a rigged game that steals you blind and is the most unfair any system could be already!!!!!!!! The trick is to realize that the old rich have been making the rules behind your back and that it's time to kick them off the merry-go-round. Tax the rich to death. They are the ones that converted your 60's school lunch program into the joke it is today. They are the ones who always cut education. They are the ones who always raise the rent when you get a raise. They are the ones who should be not just dislodged but killed for their abuse. I have trouble justifying the death penalty for a poor kid who killed and didn't know why not. I have no trouble justifying the death penalty for the rich who steal countless human lives to feed their greed! Have you paid rent most of your life? Then you have been enslaved, percentage wise, most of your life. We used to be serfs. Now we are called renters, and we are still enslaved to somebody who claims to own land they don't use and make us pay them for it when they did nothing to own it. Most rents in California are enough to buy the apartment house, paynthe taxes and the insurance and have a little left over to travel with! I have seen the books! I know what my landlord pays and to whom! I know what I pay her. I am being forced to buy her a building and then I will be let out at the other end with nothing, when I had as much right as her to live on this planet! And her child will have the money to likewise enslave my child. I hope I find out when I am going to die. I can make things just a little happier form me to be able to destroy her life as she destroyed mine. And maybe I can take a few other landlords with me, and their heirs. That would be worth it. Then to be able to die before they can do anything to me. That's a poor man's dream. Sleep tight, bastard landlords. You don't know the trouble you are buying yourself as you sleep on my heirs money in your mattress! -RSW ",1
talk.politics.misc,"--  In the R5 file fix-01 there is the line that reads as the subject line here.  I don't see a file fix-00.  When I got a few Hmmm... lines putting on fix-01, it made me wonder if I has missed 00. Am I off the mark?  Thank you.   ====================================================================== Ray Stell		stellr@smyrna.cc.vt.edu		(703) 231-4109",0
rec.sport.baseball," The major problem with this analysis is that it ignores age.  Even if Morris were performing as well as Clemens right now, and were likely to this season, nobody would trade Clemens for Morris straight up because Clemens has more of his career left.",1
rec.sport.baseball," Which, considering the amount Bush&congress added to it, would be a not-inconsiderable achievement.  While we're on the subject, I also believe that the supply-side claim that reducing taxes raised revenue is also false, because they typically factor in SocSec taxes, which were *raised* a considerable amount, at the same time that income taxes were cut.  If you look at income tax revenue alone, it fell after after the cuts began, and didn't recover for several years. By then, record deficits were well entrenched.  *crunch, crunch*",0
alt.atheism,TEST--   ,1
alt.atheism,"^^^^^^^^^^^^^^^^^^^^^^^^^   Markus, what is that we are noting about the spelling?  That you aren't good at it? :^) That Peugeot is OUT of N. America?  What does this mean?",0
comp.graphics,Does Autodesk has a BBS ? ,1
comp.graphics," [rest deleted...]  You were a liberal arts major, weren'tcha?  Guess you never saw that photo of the smallest logo in the world-- ""IBM"" made with noble gas atoms (krypton? xenon? I forget the specifics).  Atoms, trees, electrons are all independently observable and verifiable. Morals aren't. See the difference?  Tep",0
rec.sport.baseball," Wasn't there an 85,000 New York at Cleveland game in the late 40's?",1
rec.sport.baseball,"I edited a few newsgroup from that line (don't like to crosspost THAT much).  I can't compare the two, but I recently got an HP DeskJet 500.  I'm very pleased with the output (remember that I'm used to imagens, laser and postscript printers at school -- looks very good.  You have to be careful to let it dry before touching it, as it will smudge.  The deskjet is SLOW.  This is in comparison to the other printers I mentioned.  I have no idea how the bubblejet compares.  The interface between Win3.1 and the printer is just dandy, I've not had any problems with it.  Hope that helps some.  --Cindy  -- Cindy Tittle Moore",0
talk.religion.misc," Does this organization have an official e-mail address these days? (an address for any of the SF Bay Area Lodges, e.g. Thelema would do.)                                       93...                                        A.Lizard ",1
talk.religion.misc,"Does the Bates method work?  I first heard about it in this newsgroup  several years ago, and I have just got hold of a book, ""How to improve your sight - simple daily drills in relaxation"", by Margaret D. Corbett,  ('Authorized instructor of the Bates method), published in 1953.  It  talks about vision improvement by relaxation and exercise.  Has there been any study on whether this method actually works?  If it works, is it by  actually shortening the previously elongated eyeball, or by increasing  the lens's ability to flatten itself in order to compensate for the  too-long eyeball?  Since myopia is the result of eyeball elongation, seems to me the most logical approach for correction is to find a way to reverse the process, i.e., shorten it somehow (preferably non-surgically).  Has there been any recent studies on this?  Where can I find them?  I know RK works by  changing the curvature of the cornea to compensate for the shape of  eyeball, but if there is a way to train the muscles to shorten the  eyeball back to its correct length that would be even better (Bates's  idea, right?)",0
rec.sport.hockey," And of course, Mike Ramsey was (at one time) the captain in Buffalo prior to being traded to Pittsburgh.  Currently, the Penguins have 3 former captains and 1 real captain (Lemieux) playing for them.  They rotate the A's during the season (and even the C while Mario was out).  Even Troy Loney has worn the C for the Pens.  -Jay ",1
rec.sport.hockey,"A friend was recently admitted to North Carolina Memorial Hospital because of suspected meningitis.  Serious business.  They wanted to do a lumbar puncture, for which a CT scan is a prerequisite.  I arrived in her hospital room about an hour after she had returned from the CT.   She was in tears.  Evidently the technicians in the CT lab had been very unpleasant to her.  To begin with, they put her on the apparatus that moves you into the machine itself, and just pushed a button to slide her straight into the machine, without any explanation.  Imagine this.  You worried you may have a deadly disease, and next thing you know you're being put into this big scary machine, without a word of explanation about what is going to happen to you.  I believe this is inexcusable.   She waved her hand as if to say what are you doing to me, and they responded with annoyance and anger.  Next they inserted, or tried to insert, an IV catheter.  Apparently she has a lot of trouble with these and complained of the pain.  The technician just stopped and fixed her with a glare without any words of explanation.  Is there anything I can do about these pigs ?  I realize that these technicians do this sort of job day in and day out.  And that some patients can be very irritating and uncooperative. But this is simply no excuse.  Their purpose for existing is to help sick people, and there is no excuse for this sort of behavior. Fortunately my friend is fine.  But I imagine a large proportion of the people who get CT scans are not fine at all.  They have cancer and that sort of thing.  They don't need this kind of shit.  Also, since I named the hospital involved, I should also point out that neither she nor I have any complaints about the competence or compassion of any of the other personnel at NCMH.",0
rec.autos," About a year ago, some kids tossed a rock off an overpass on I-94 near Eau Claire, Wisconsin and it killed the driver below.  (I believe he was a schoolteacher from Minnesota.)",1
rec.autos," I'm not saying this at all - it requires no faith on my part to say the car drives because I've seen it drive - I've done more than at in fact - I've actually driven it. (now what does require some faith is the belief that my senses give an accurate representation of what's out there....) But there is NO evidence - pro or con - for the existence or non-existence of God (see what I have to say below on this).   Sorry if I remain skeptical - I don't believe it's entirely a conclusion. That you have seen no evidence that there IS a God is correct - neither have I. But lack of evidence for the existence  of something is in NO WAY evidence for the non-existence of something  (the creationist have a similar mode of argumentation in which if they  disprove evolution the establish creation). You (personally) have never  seen a neutrino before, but they exist. The ""pink unicorn"" analogy breaks down and is rather naive. I have a scientific theory that explains the  appearance of animal life - evolution. When I draw the conclusion that  ""pink unicorns"" don't exist because I haven't seen them, this conclusion has it's foundation in observation and theory. A ""pink unicorn"", if it did exist, would be qualitatively similar to other known entities. That is to say, since there is good evidence that all life on earth has evolved from ""more primitive"" ancestors these pink unicorns would share  a common anscestory with horses and zebras and such. God, however, has no such correspondence with anything (IMO). There is no physical frame work of observation to draw ANY conclusions FROM.      I disagree with you profoundly on this. I haven't defined God as existence - in fact, I haven't defined God. But this might be getting off the subject - although if you think it's relevant we can come back to it.    You are using wrong categories here - or perhaps you misunderstand what I'm saying. I'm making no argument what so ever and offering no definition so there is no fallacy. I'm not trying to convince you of anything. *I* Believe - and that rests upon Faith. And it is inappropriate to apply the category of logic in this realm (unless someone tells you that they can logically prove God or that they have ""evidence"" or ..., then the use of logic to disprove their claims if fine and necessary).  BTW, an incomplete argument is not a fallacy - some things are not EVEN wrong.    I don't follow you here. Certainly one can make observations of things that they didn't know existed. I still maintain that one cannot use observation to infer that ""God does not exist"". Such a positive assertion requires a leap.       Once again you seem to completely misunderstand me. I have no EVIDENCE that ""'god is' is meaningful"" at ANY level. Maybe such a response as you gave just comes naturally to you because so many people try to run their own private conception of God down your throat. I, however, am not doing this. I am arguing one, and only one, thing - that to make a positive assertion about something for which there can in principle be no evidence for or against requires a leap - it requires faith. I am, as you would say, a ""theist""; however, there is a form of atheism that I can respect - but it must be founded upon honesty.     ",0
rec.motorcycles,Anyone around here read this yet? Does Anita have a number?    Tony,1
rec.motorcycles,"Quotes from Our Daily Bread  Our Daily Bread is a devotional help for spiritual growth. One can spend some ten to fifteen minutes at most reading the daily portion of scriptures and a related short article that brings the scriptures alive in applying in today's society. It ends with a saying at the bottom. This article is a collection of these sayings.  Our Daily Bread is one of the many ministries/services provided by Resources for Biblical Communication. It is FREE. To receive the literature, just write and ask for it. The contact addresses are listed below. Write to Radio Bible Class.  Copyright 1989 Radio Bible Class, Grand Rapids, Michigan 49555-0001  Canada: Box 1622, Windsor, Ontario N9A 6Z7 Australia: Box 365, Ryde, 2112 NSW Europe: Box 1, Carnforth, Lancs., England LA5 9ES Africa: Box 1652, Manzini, Swaziland Africa: PMB 2010, Jos, Nigeria Philippines: Box 288, Greenhills, 1502 Metro Manila  Sayings with related scriptures in December/January/February 89-90 issue of Our Daily Bread  When God saves us, all our sins are forgiven, forgotten, forever! Romans 5:1-11  Life with Christ is difficult; without Him it's hopeless. Ecclesiastes 4:1-6  It's the sin we cover up that eventually brings us down. Psalm 19:7-14  You're not ready to live until you're ready to die. Acts 21:1-14  Trusting in God's power prevents panic. Isaiah 40:6-17  The Bible is a record of man's compete ruin in sin and God's compte remedy in Christ. - Barnhouse 2 Timothy 3:10-17  Jesus can change the foulest sinners into the finest saints. Ephesians 2:1-10  They witness best who witness with their lives. Acts 4:23-33  God came to dwell with man that man might dwell with God. Philippians 2:5-11  A hurting person needs a helping hand, not an accusing finger. Psalm 109:1,2, 14-31  What you decide about Jesus determines your destiny. John 20:24-29  We must go to sinners if we expect sinners to come to the Savior. Romans 1:8-15  Knowing that God sees us brings both conviction and cofidence. Job 34:21-28  God's chastening is not cruel but corrective. Hebrews 12:4-17  When you think of all that's good, give thanks to God. Psalm 44:1-8  Man's greatest goal: give glory to God. 1 Peter 5:5-7  God loves every one of us as if there were but one of us to love. Romans 8:31-39  Only the bread of life can satisfy man's spiritual hunger. John 6:28-41  Conscience can be our compass if the word of God is our chart. 1 Timothy 4:1-5  Salvation is free, but you must receive it. Isaiah 55:1-5  If we're not as spiritual as we could be, we're not as spiritual as we should be. 2 Timonty 1:1-7  Circumstances do not make a man, they reveal what he's made of. Matthew 1:18-25  Make room for Jesus in your heart, and he will make room for you in heaven. Matthew 2:1-18  Heaven's choir came down to sing when heaven's king came down to save. Luke 2:1-20  God's highest gift awakens man's deepest gratitude. Luke 2:21-38  Serving the Lord is an investment that pays eternal dividends. 1 Peter 4:12-19  Time misspent is not lived but lost. Psalm 39:4-13  The measure of our love is the measure of our sacrifice. 1 Peter 4:7-11  God requires faithfulness; God rewards with fruitfulness. Luke 19:11-27  How you spend time determines how you spend eternity. Psalm 90:1-12  If you aim for nothing, you're sure to hit it. Daniel 1:1-8  The Christian's future is as bright as the promises of God. Psalm 23  Christ as Savior brings us peace with God; Christ as Lord brings the peace of God. Colossians 1:13-20  They who only sample the word of God never acquire much of a tast for it. Psalm 119:97-104  Unless one drinks now of the ""water of life"", he will thirst forever! Revelation 22:12-17  A hyprocrite is a person who is not himself on Sunday. Daniel 6:1-10  Be life long or short, its completeness depends on what it is lived for. Ecclesiates 9:1-12  God loves you and me - let's love each other. 2 Corinthians 13  It's always too soon to quit. Genesis 37:12-28  The character we build in this world we carry into the next. Matthew 7:24-29  God sends trials not to impair us but to improves us. 2 Corinthians 4:8-18  Marriage is either a holy wedlock or an unholy deadlock. 2 Corinthians 5:11-18  We are adopted through God's grace to be adapted to God's use. Galatians 6:1-10  Our children are watching: what we are speak louder than what we say. Proverbs 31:10-31  Union with Christ is the basis for unity among believers. Psalm 133  Keep out of your life all that would crowd Christ out of your heart. Romans 6:1-14  Don't try to bear tomorrow's burdens with today's grace. Matthew 6:25-34  Pray as if everything depends on God; work as if everything depends on you. 2 Kings 20:1-7  Some convictions are nothing more than prejudices. Galatians 3:26-29  Unless you velieve, you will not understand. - Augustine Hebrews 11:1-6  Christ is the only way to heaven; all other paths are detours to doom. 2 Corinthians 4:1-7  Many Christians are doing nothing, but no Christians have nothing to do! John 4:31-38  We bury the seed; God brings the harvest. Isaiah 55:8-13  The texture of eternity is woven on the looms of time. Ecclesiastes 7:1-6  It's not just what we know about God but how we use what we know. 1 Corinthians 8  The best way to avoid lying is to do nothing that needs to be concealed. Acts 5:1-11  God transforms trials into blessing by surrounding them with His love and grace. 2 Chronicles 20:1-4, 20-30  Confessing your sins is no substitute for forsaking them. Psalm 51:1-10  If you shoot arrows of envy at others, you would yourself. Philippians 1:12-18  He who has no vision of eternity doesn't know the value of time. Ephesians 5:8-17  He who abandons himself to God will never be abandoned by God. Psalm 123  No danger can come so near the Christian that God is not nearer. Psalm 121  Many a man lays down his life trying to lay up a fortune. Matthew 6:19-24  God's grace is infinite love expressing itself through infinite goodness. Philippians 1:1-11  One way to do great things for Christ is to do little things for others. Romans 16:1-16  You rob yourself of being you when you try to do what others are meant to do. Romans 12:1-8  Don't pretend to be what you don't intend to be. Matthew 23:1-15  Meeting God in our trials is better than getting out of them. Psalm 42  If sinners are to escape God's judgement, God's people must point the way. Matthew 24:15-27  It's not a sin to get angry when you get angry at sin. John 2:13-22  We prepare for the darkness by learning to pray in the light. 1 Samuel 2:1-10  Christianity is not a way of doing certain things but a certain way of doing all things. Ephesians 5:1-7  Better to know the truth and beware than to believe a lie and not care. Jeremiah 28  A true servant does not live to himself, for himself, or by himself. Genesis 13  Those who do the most earthly good are those who are heavely mined. Philippians 1:19-26  A good marriage requires a determination to be married for good. Genesis 2:18-24  If you're looking for something to give your life to, look to the one who gave His life for you. 1 Corinthians 3:1-11  When we have nothing left but God, we discover that God is enough. Psalm 46  God is with us inthe darkness as surely as He is with us in the light. 1 Peter 1:1-9  Some people spend most of their life at the complaint counter. 1 Thessalonians 5:12-22  Of all creation, only man can say ""yes"" or ""no"" to God. Genesis 9:8-17  The most rewarding end in life is to know the life that never ends. Ecclesiates 8:10-15  One of the marks of a well-fed soul is a well read Bible. Joshua1:1-9  Because God gives us all we need, we should give to those in need. Proverbs 14:20-31  It's never too early to receive Christ, but at any moment it could be too late. Luke 16:19-31  God's grace keeps pace with whatever we face. 2 Corinthians 12:7-10  Coming together is a beginning; keeping together is progress; working together is success. 1 Corinthians 12:12-27  When we give God our burdens, He gives us a song. Psalm 57  Do the thing you fear, and the death of fear is certain. - Emerson 1 Corinthians 2:1-8",0
talk.politics.misc," Which, considering the amount Bush&congress added to it, would be a not-inconsiderable achievement.  While we're on the subject, I also believe that the supply-side claim that reducing taxes raised revenue is also false, because they typically factor in SocSec taxes, which were *raised* a considerable amount, at the same time that income taxes were cut.  If you look at income tax revenue alone, it fell after after the cuts began, and didn't recover for several years. By then, record deficits were well entrenched.  *crunch, crunch*",1
talk.politics.misc,"A friend was recently admitted to North Carolina Memorial Hospital because of suspected meningitis.  Serious business.  They wanted to do a lumbar puncture, for which a CT scan is a prerequisite.  I arrived in her hospital room about an hour after she had returned from the CT.   She was in tears.  Evidently the technicians in the CT lab had been very unpleasant to her.  To begin with, they put her on the apparatus that moves you into the machine itself, and just pushed a button to slide her straight into the machine, without any explanation.  Imagine this.  You worried you may have a deadly disease, and next thing you know you're being put into this big scary machine, without a word of explanation about what is going to happen to you.  I believe this is inexcusable.   She waved her hand as if to say what are you doing to me, and they responded with annoyance and anger.  Next they inserted, or tried to insert, an IV catheter.  Apparently she has a lot of trouble with these and complained of the pain.  The technician just stopped and fixed her with a glare without any words of explanation.  Is there anything I can do about these pigs ?  I realize that these technicians do this sort of job day in and day out.  And that some patients can be very irritating and uncooperative. But this is simply no excuse.  Their purpose for existing is to help sick people, and there is no excuse for this sort of behavior. Fortunately my friend is fine.  But I imagine a large proportion of the people who get CT scans are not fine at all.  They have cancer and that sort of thing.  They don't need this kind of shit.  Also, since I named the hospital involved, I should also point out that neither she nor I have any complaints about the competence or compassion of any of the other personnel at NCMH.",0
comp.windows.x,"  What ""it may think is right"" may be exactly what the user wants. Assuming that your application ""has reason to know better"" is, IMHO, anti-social.  If I start your application with a -geometry option are you going to ignore that as well?  There's really no way to force a window manager to do much of anything if it's managing your window.  You can ask, you can hint, but there's no guarantee that you're going to get what you want. ",1
comp.windows.x,"Does the Bates method work?  I first heard about it in this newsgroup  several years ago, and I have just got hold of a book, ""How to improve your sight - simple daily drills in relaxation"", by Margaret D. Corbett,  ('Authorized instructor of the Bates method), published in 1953.  It  talks about vision improvement by relaxation and exercise.  Has there been any study on whether this method actually works?  If it works, is it by  actually shortening the previously elongated eyeball, or by increasing  the lens's ability to flatten itself in order to compensate for the  too-long eyeball?  Since myopia is the result of eyeball elongation, seems to me the most logical approach for correction is to find a way to reverse the process, i.e., shorten it somehow (preferably non-surgically).  Has there been any recent studies on this?  Where can I find them?  I know RK works by  changing the curvature of the cornea to compensate for the shape of  eyeball, but if there is a way to train the muscles to shorten the  eyeball back to its correct length that would be even better (Bates's  idea, right?)",0
alt.atheism," Most likely the tragic situation in Bosnia is a combination of ethnical and religious motives, where religion is just one attribute that separates the groups from each other.  But I must agree that the sad saga in Bosnia is a terrible example of a case where religion is not helping, instead it is used as a weapon against other humans. And my sympathies are mostly on the Bosnian side, it looks like the Serbs are the oppressors, willing to use even Christianity as a weapon against their former friends.  Cheers, Kent",1
alt.atheism,"Hello.  I have these items for sale.  Terms are UPS COD or prepayment by money order.  2 101 keyboards for IBM compatibles  1 Mitsumi 1.2 MB 5 1/4 floppy disk drive  1 Sony SRF-M30 digital AM/FM Stereo Walkman  The drive cost me $65, the keyboards were $40 each, and the Sony  radio cost $45.  I will sell for the best offers.  Thank You.",0
comp.os.ms-windows.misc," This may work, but won't it involve invoking the applications, e.g. if you drag a .bmp or .txt file to the min. Print Manager icon, won't it RUN Notepad and Paintbrush before printing?  If you just want to drag a file (.txt or .bmp) to a print server icon, with stay at front attributes, you need an intelligent Print Manager drag and drop client like Amish Print 2.0.",1
comp.os.ms-windows.misc," Wasn't there an 85,000 New York at Cleveland game in the late 40's?",0
comp.windows.x,"Hi folks  Say, I'm new to R5 and have one quick question.  In using xon ( xon  <machine_name> )  , I notice that it always comes up with a very small window .  I'm pretty sure its the default font.  My xterms all work normally. Is xon supposed to read your .Xresources for a font size ?  xrdb -q appears to show the right stuff.  I can use xon with arguments such as  xterm -fn 10x20    etc and everything is correct.  Of course you could always do a  simple script to do this , but I have a feeling I'm missing something simple here.  Comments / suggestions appreciated.  Thanks in advance",1
comp.windows.x,Does anyone know where the program MONOUMB.386 is available .. I have  checked my Windows system disks and MONOUMB2.386 is there but not the  other one.. Thanks..  Stan Kucera  ,0
rec.sport.hockey,"For updated playoff updates (scores, stats, summaries) e-mail me. (mmilitzo@skidmore.edu) with the subject STATS. ",1
rec.sport.hockey,"    I'll vote for anything where they don't feel constrained to use stupid and ugly PC phrases to replace words like 'manned'.  If they think they need to do that, they're more than likely engaging in 'politics and public relations as usual' rather than seriously wanting to actually get into space.  So that eliminates Option ""A"" from the running.  What do they call a manned station in Option ""C""?  [I'm actually about half serious about that.  People should be more concerned with grammatical correctness and actually getting a working station than they are with 'Political Correctness' of terminology.]   --  ""Insisting on perfect safety is for people who don't have the balls to live  in the real world.""   -- Mary Shafer, NASA Ames Dryden",0
talk.politics.guns," Is the license required for driving a car exclusively on private property, such as a farm? Here in the United States, the license is required only for the use of public roads.   We also have a nation of 250 million people, _many_ issues and usually only two candidates for a given office. A President might be willing to abuse mild gun control laws and create a de-facto ban (something a majority of the people would object to) and still be elected: The voters might look at issues like the civil rights of minorities, health care, etc... and vote for the ""lesser of two evils."" I don't think this is a matter of paranoia, since local governments in (for example) New York and Chicago have abused existing, mild gun control laws to  create a virtual ban.   In which case, the United States already has adaquate gun control laws: According to federal statistic, only 7% of gun-wielding criminals legally purchase their own guns from licensed dealers. If that's the point of gun control (to prevent criminals from legally purchasing guns) then America doesn't need any additional laws to accomplish this.   How is this any different from guns? There are legal purposes for owning and using a gun: They are appropriate tools for hunting, target shooting and self-defence. Like cars, murder isn't their only (or even a common) use.   I certainly couldn't imagine the American public accepting regulation of axes. While the politics of other nations may be different, in America there is strong opposition to any intrusive law that primarily would effect the average, law-abiding citizen who had not done anything wrong.   A good way to deal with which problem? It is an excelent way to deal  with the short-term problem of rioting and violent attacks. Of course, it doesn't do anything for the long-term issues that start riots. But at this point, what can these individuals do about long-term social problems?    There are, according to surveys, guns in 40% of American homes. In many parts of the country, this is closer to 100%. Those places where almost everyone owns a gun are, on average, safer than those where guns are less common.   This is, I think, a fundamental difference between American government and that of other nations. Here it is not acceptable to punish or restrict the average, law-abiding citizen in the name of some vague ""common good."" ",1
talk.politics.guns," Wasn't there an 85,000 New York at Cleveland game in the late 40's?",0
