doc_id,text,label
8508,"somebody mentioned a re-boost of hst during this mission, meaning that weight is a very tight margin on this mission. how will said re-boost be done? grapple, hst, stow it in cargo bay, do oms burn to high altitude, unstow hst, repair gyros, costar install, fix solar arrays, then return to earth? my guess is why bother with usingthe shuttle to reboost? why not grapple, do all said fixes, bolt a small liquid fueled thruster module to hst, then let it make the re-boost. it has to be cheaper on mass then usingthe shuttle as a tug. that way, now that they are going to need at least 5 spacewalks, then they can carry an edo pallet, and sit on station and even maybe do the solar array tilt motor fix.",14
8509,"i like my power windows. i think they're worth it. however, cruise control is a pretty dumb option. what's the point? if you're on a long trip, you floor the gas and keep your eyes on the rear-view mirror for cops, right? power seats are pretty dumb too, unless you're unlucky enough to have to share your car. otherwise, you'd just adjust it once and just leave it like that.",7
8510,"how about this description: ""an object that is, at one time, both a euclidean square and a euclidean circle""? i hold that no object satisfying this description could exist. the description is inconsistent, and hence describes an object that could not exist. now, suppose someone pointed to a bicycle, and said, ""that object is, at one time, both a euclidean square and a euclidean circle."" this does not mean that the bicycle does not exist, it measn that the description was incorrectly applied. the atheist says, ""the descriptions of god that i have been presented with are contradictory, and hence describe something that cannot exist."" now, your position (so far as i can gather) is that god exists, but the descriptions atheists have been presented with are simply bad descriptions of it. this is roughly analogous to someone who has never seen a bicycle, and, when they ask for a description from people who claim to have seen one, are told that it is a ""euclidean circle-square"". can they be blamed for doubting rather strongly that this 'bicycle' exists at all? no kidding. :-> sincerely, ray ingles ingles@engin.umich.edu",0
8511,"hartford 1 1 3--5 ny rangers 1 2 1--4 first period 1, hartford, cunneyworth 5 (janssens, greig) 12:21. 2, ny rangers, graves 34 (turcotte, zubov) 18:39. second period 3, ny rangers, kovalev 19 (turcotte, graves) 2:12. 4, hartford, sanderson 44 (cassels) pp, 4:54. 5, ny rangers, amonte 30 (andersson, vanbiesbrouck) pp, 19:13. third period 6, ny rangers, m.messier 25 (amonte, andersson) 2:26. 7, hartford, sanderson 45 (cassels) sh, 5:23. 8, hartford, nylander 6 (ladouceur) 8:35. 9, hartford, verbeek 36 (zalapski) 17:43. hartford: 5 power play: 4-1 special goals: pp: 1 sh: 1 total: 2 scorer g a pts --------------- --- --- --- cassels 0 2 2 cunneyworth 1 0 1 greig 0 1 1 janssens 0 1 1 ladouceur 0 1 1 nylander 1 0 1 sanderson 2 0 2 verbeek 1 0 1 zalapski 0 1 1",10
8512,note that tempest is the name of the shielding standard. tempest is not the name of the surveillance technique.,11
8513,"hey now. first of all, sorry to post this dos question in a windows group, but i'm in kinda a hurry, so i can't scramble to find the dos groups' names. anyway, anyone know where i ccan find the exit codes to dos commands? the manual doesn't seem to have all of them. i'm particularly looking for copy, in order to make a ""move"" batch file, such that if the file wasn't coppied properly, it won't be deleted. please e'mail louray@seas.gwu.edu thanks, i.a, mickey",2
8514,"more info please. i'm not well exposed to these ideas. /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ bob beauchaine bobbe@vice.ico.tek.com they said that queens could stay, they blew the bronx away, and sank manhattan out at sea.",0
8515,"let's start over. i'm not arguing about who is the better goaltender. i'd take soderstrom right now. what i am saying is that roussel can be a #1 netminder. the gaa difference is less than half a goal per game (less than that after last night), their save percentages are close, and their records are similar. and with that, i just don't see how you can label roussel as the most disappointing player on the flyers this season. you say soderstrom played against better competition. that may very well be, but there is no way of knowing how roussel would have performed in those games. besides, against the better scoring teams like pittsburgh, the defense is more keyed up than they are against san jose. but i'm not just judging roussel on that game alone. i've seen him play for the past two seasons in philly and before that in hershey. it's just my opinion, but i think he's got what it takes. of course, i thought that about mark laforest, too. but i never did about wendell young. so i'm batting .500 in judging hershey talent since the hextall-era. as for the rangers game, you can say he was saved by a mistake by the offensive player if you like. but rou had his leg in position to make the save. if he didn't, it wouldn't have mattered if the rangers player didn't get the puck up or not. it would have been a goal. on a breakaway that's what the goalie wants to do, take away as much as possible and force the shooter to beat him. i seem to remember roussel doing an excellent job against pittsurgh on opening night to give the flyers a tie against the two-time defending champs. and not to take anything away from soderstrom because he was senational in that game agains the habs. but you can't tell me that a montreal player had an open net to shoot at some point during that game and just flat out missed it. mistakes, both on offense and defense are part of the game. or there'd never be shutouts. anyway, i'm happy the flyers have both soderstrom and roussel and i'm not going to argue about it anymore. besides, with the current 7-game winning streak and expectations soaring for next year, i don't want to piss you off to the point that you don't sell me any tickets next season:-).",10
8516,"archive-name: space/launchers last-modified: $date: 93/04/01 14:39:11 $ orbital and planetary launch services the following data comes from _international reference guide to space launch systems_ by steven j. isakowitz, 1991 edition. notes: * unless otherwise specified, leo and polar paylaods are for a 100 nm orbit. * reliablity data includes launches through dec, 1990. reliabity for a familiy of vehicles includes launches by types no longer built when applicable * prices are in millions of 1990 $us and are subject to change. * only operational vehicle families are included. individual vehicles which have not yet flown are marked by an asterisk (*) if a vehicle had first launch after publication of my data, it may still be marked with an asterisk. vehicle | payload kg (lbs) | reliability | price | launch site (nation) | leo polar gto | | | (lat. & long.) -------------------------------------------------------------------------------- ariane 35/40 87.5% kourou (esa) (5.2 n, 52.8 w) ar40 4,900 3,900 1,900 1/1 $65m (10,800) (8,580) (4,190) ar42p 6,100 4,800 2,600 1/1 $67m (13,400) (10,600) (5,730) ar44p 6,900 5,500 3,000 0/0 ? $70m (15,200) (12,100) (6,610) ar42l 7,400 5,900 3,200 0/0 ? $90m (16,300) (13,000) (7,050) ar44lp 8,300 6,600 3,700 6/6 $95m (18,300) (14,500) (8,160) ar44l 9,600 7,700 4,200 3/4 $115m (21,100) (16,900) (9,260) * ar5 18,000 ??? 6,800 0/0 $105m (39,600) (15,000) [300nm] atlas 213/245 86.9% cape canaveral (usa) (28.5 n, 81.0w) atlas e -- 820 -- 15/17 $45m vandeberg afb (1,800) (34.7 n, 120.6w) atlas i 5,580 4,670 2,250 1/1 $70m (12,300) (10,300) (4,950) atlas ii 6,395 5,400 2,680 0/0 $75m (14,100) (11,900) (5,900) atlas iia 6,760 5,715 2,810 0/0 $85m (14,900) (12,600) (6,200) * atlas iias 8,390 6,805 3,490 0/0 $115m (18,500) (15,000) (7,700) delta 189/201 94.0% cape canaveral (usa) vandenberg afb delta 6925 3,900 2,950 1,450 14/14 $45m (8,780) (6,490) (3,190) delta 7925 5,045 3,830 1,820 1/1 $50m (11,100) (8,420) (2,000) energia 2/2 100% baikonur (russia) (45.6 n 63.4 e) energia 88,000 80,000 ??? 2/2 $110m (194,000) (176,000) h series 22/22 100% tangeshima (japan) (30.2 n 130.6 e) * h-2 10,500 6,600 4,000 0/0 $110m (23,000) (14,500) (8,800) kosmos 371/377 98.4% plestek (russia) (62.8 n 40.1 e) kosmos 1100 - 1350 (2300 - 3000) $??? kapustin yar [400 km orbit ??? inclination] (48.4 n 45.8 e) long march 23/25 92.0% jiquan slc (china) (41 n 100 e) * cz-1d 720 ??? 200 0/0 $10m xichang slc (1,590) (440) (28 n 102 e) taiyuan slc cz-2c 3,200 1,750 1,000 12/12 $20m (41 n 100 e) (7,040) (3,860) (2,200) cz-2e 9,200 ??? 3,370 1/1 $40m (20,300) (7,430) * cz-2e/ho 13,600 ??? 4,500 0/0 $??? (29,900) (9,900) cz-3 ??? ??? 1,400 6/7 $33m (3,100) * cz-3a ??? ??? 2,500 0/0 $???m (5,500) cz-4 4,000 ??? 1,100 2/2 $???m (8,800) (2,430) pegasus/taurus 2/2 100% peg: b-52/l1011 (usa) taur: canaveral pegasus 455 365 125 2/2 $10m or vandenberg (1,000) (800) (275) * taurus 1,450 1,180 375 0/0 $15m (3,200) (2,600) (830) proton 164/187 87.7% baikonour (russia) proton 20,000 ??? 5,500 164/187 $35-70m (44,100) (12,200) scout 99/113 87.6% vandenberg afb (usa) wallops ff scout g-1 270 210 54 13/13 $12m (37.9 n 75.4 w) (600) (460) (120) san marco (2.9 s 40.3 e) * enhanced scout 525 372 110 0/0 $15m (1,160) (820) (240) shavit 2/2 100% palmachim afb (israel) ( ~31 n) shavit ??? 160 ??? 2/2 $22m (350) space shuttle 37/38 97.4% kennedy space (usa) center shuttle/srb 23,500 ??? 5,900 37/38 $248m (28.5 n 81.0 w) (51,800) (13,000) [fy88] * shuttle/asrm 27,100 ??? ??? 0/0 (59,800) slv 2/6 33.3% shar center (india) (400km) (900km polar) (13.9 n 80.4 e) aslv 150 ??? ??? 0/2 $???m (330) * pslv 3,000 1,000 450 0/0 $???m (6,600) (2,200) (990) * gslv 8,000 ??? 2,500 0/0 $???m (17,600) (5,500) titan 160/172 93.0% cape canaveral (usa) vandenberg titan ii ??? 1,905 ??? 2/2 $43m (4,200) titan iii 14,515 ??? 5,000 2/3 $140m (32,000) (11,000) titan iv/srm 17,700 14,100 6,350 3/3 $154m-$227m (39,000) (31,100) (14,000) titan iv/srmu 21,640 18,600 8,620 0/0 $???m (47,700) (41,000) (19,000) vostok 1358/1401 96.9% baikonur (russia) [650km] plesetsk vostok 4,730 1,840 ??? ?/149 $14m (10,400) (4,060) soyuz 7,000 ??? ??? ?/944 $15m (15,400) molniya 1500kg (3300 lbs) in ?/258 $???m highly eliptical orbit",14
8517,so why don't ypu sue him. ----,17
8518,"from israel line, thursday, april 22, 1993: today's ha'aretz reports that three women were injured when a katyusha rocket fell in the center of their community. the rocket was one of several dozen fired at the communities of the galilee in northern israel yesterday by the terrorist hizbullah organization [...] congratulations to the brave men of the lebanese resistance! with every israeli son that you place in the grave you are underlining the moral bankruptcy of israel's occupation and drawing attention to the israeli government's policy of reckless disregard for civilian life. apparently, the hizbollah were encouraged by brad's cheers (good job, brad). someone forgot to tell them, though, that brad asks them to place only israeli _sons_ in the grave, not daughters. paraphrasing a bit, with every rocket that the hizbollah fires on the galilee, they justify israel's holding to the security zone.",17
8519,"updated april 17, 1993. title price -------------------------------------------------------------- alpha flight 13 (wolverine appears) $ 8.40 50 (double size) $ 1.05 51 (jim lee's first work at marvel) $ 6.30 aliens 1 (1st app aliens in comics, 1st prnt, may 1988) $23.10 amazing spider-man 128 (3rd vulture) $15.00 136 (intro new green goblin) $22.00 137 (green goblin appears) $14.00 180 (green goblin appears) $11.00 238 (1st appearance hobgoblin) $60.00 250 (hobgoblin appears) $ 8.40 267 (peter david script, human torch) $ 2.45 275 (r/origin spiderman, hobgoblin) $ 8.40 276 (hobgoblin appears) $ 6.30 284 (punisher, hobgoblin appear) $ 6.30 291 (spiderslayer appears) $ 3.15 293 (kraven appears) $ 5.60 294 (kraven appears) $ 5.60 306 (todd mcfarlane) $ 7.00 312 (hobgoblin vs green goblin) $12.60 315 (venom appears) $10.50 320 (todd mcfarlane art) $ 4.90 321 (todd mcfarlane art) $ 4.90 323 (silver sable, paladin, c. america) $ 4.90 324 (sabretooth appears) $ 8.40 325 (red skull, captain america) $ 4.90 328 (hulk appears, last mcfarlane) $ 5.25 330 (punisher appears) $ 2.80 331 (punisher appears) $ 2.80 337 (hobgoblin appears) $ 2.45 338 $ 1.75 342 $ 1.75 343 $ 1.75 344 (intro cletus kassady - carnage) $ 4.90 346 (venom appears) $ 4.90 347 (venom appears) $ 4.90 348 $ 1.40 349 $ 1.40 350 (52 pages) $ 2.10 351 $ 1.40 352 $ 1.40 353 (punisher, darkbawk appear) $ 1.40 354 $ 1.40 355 (punisher appears) $ 1.40 356 (punisher appears) $ 1.40 357 (punisher appears) $ 1.40 358 (punisher appears) $ 1.40 365 (1st app spider-man 2099, holo-c) $ 4.20 annual 24 $ 2.45 annual 25 (1st solo venom story) $ 3.50 annual 26 (new warriors, venom) $ 3.50 anne rice's vampire companion 1 $ 5.00 anne rice's vampire lestat 5 $ 5.00 archer and armstrong 1 (frank miller/smith/layton) $ 9.00 9 $ 2.50 10 $ 2.50 avengers 263 (1st appearance x-factor) $ 3.50 272 (alpha flight appears) $ 1.05 300 (68 pages, new team) $ 1.75 306 $ 0.70 324 (alpha flight appears) $ 0.70 329 (new team) $ 0.70 annual 15 $ 2.45 annual 18 $ 2.10 annual 19 $ 1.75 batman legends of the dark knight 1 (blue cover) $ 3.85 3 $ 2.00 batman shadow of the bat 1 (still in polybag) $ 5.00 batman versus predator 1 (prestige edition, predator) $ 5.00 1 (prestige edition, batman) $ 5.00 batman year one (trade paperback, 1st printing) $ 7.00 bloodshot 1 (chromium cover, bwsmith cover/poster) $ 7.00 3 $ 2.50 4 $ 2.50 5 $ 2.50 daredevil 131 (origin bullseye) $16.00 138 (ghost rider, death's head early app) $11.00 158 (frank miller art begins) $40.00 159 (deathstalker appears, frank miller art) $20.00 169 (elektra 2nd appearance, bullseye) $ 5.60 170 (bullseye, kingpin appear) $ 4.20 182 (punnisher appears, frank miller art) $ 8.40 183 (punnisher appears, frank miller art) $ 8.40 184 (punnisher appears, frank miller art) $ 8.40 196 (wolverine appears) $ 8.40 darkhawk 2 (spider-man and hobgoblin appear) $ 7.00 dark horse presents 1 (1st app concrete, 1st printing) $ 8.40 5 (concrete appears) $ 2.80 25 $ 2.10 32 (annual) $ 2.80 37 $ 1.40 42 (aliens appear) $ 3.50 dazzler 1 (x-men appear) $ 1.40 40 $ 0.70 41 $ 0.70 42 (beast appears) $ 0.70 deathlok 1 $ 2.80 deathstroke the terminator 1 (1st printing) $ 5.60 2 $ 3.50 defenders 125 (intro new defenders) $ 2.10 152 (double size, x-factor appears) $ 2.00 demon 13 (lobo appears) $ 1.05 14 (lobo appears) $ 1.05 15 (lobo appears) $ 1.05 eternal warrior 1 (miller cover) $11.00 2 $ 7.00 9 $ 2.50 10 $ 2.50 11 $ 2.50 fantastic four 112 (hulk vs. the thing) $25.00 337 (simonson art begins) $ 0.70 338 (simonson art) $ 0.70 339 (simonsom art) $ 0.70 344 (simonson art) $ 0.70 345 (simonson art) $ 0.70 347 (art adams cover art, wolverine) $ 3.50 348 (ghost rider/wolverine appear) $ 2.10 349 (ghost rider/wolverine appear) $ 2.10 350 (52 pages) $ 1.75 351 $ 0.70 352 (simonson art) $ 0.70 353 (simonson art) $ 0.70 354 (simonson art) $ 0.70 355 $ 0.70 356 (fantastic four vs new warriors) $ 0.70 358 (80 page 30th anniversary issue) $ 2.25 359 $ 0.70 360 $ 0.70 361 $ 0.90 362 $ 0.90 annual 24 $ 1.40 flash 27 $ 1.05 28 $ 1.05 48 $ 0.70 50 $ 1.25 53 (superman/flash race) $ 0.70 ghost rider 16 (spider-man/hobgoblin cover and story) $ 2.45 17 (spider-man/hobgoblin cover and story) $ 2.45 ghost rider and cable 1 (sam keith cover) $ 4.00 ghost rider and captain america: fear $ 5.00 guardians of the galaxy 25 (prism foil cover) $ 2.50 harbinger 10 (1st appearance h.a.r.d. corps) $ 7.00 16 $ 3.00 17 $ 2.50 18 $ 2.50 h.a.r.d. corps 1 $ 5.00 6 $ 2.50 7 $ 2.50 havok and wolvreine: meltdown 1 $ 3.50 incredible hulk 314 (byrne art begins) $ 3.50 323 $ 1.40 324 (1st app grey hulk since #1, 1962) $ 7.00 327 $ 1.40 330 (1st mcfarlane issue) $17.50 331 (grey hulk series begins) $11.20 367 (1st dale keown art in hulk) $14.00 372 (green hulk appears, keown art) $12.60 373 (keown art) $ 4.20 376 (keown art, grey vs green hulk) $ 4.20 377 (1st all new hulk, 1st prnt, keown) $14.00 381 (keown c/a) $ 2.80 384 (keown c/a) $ 2.80 385 (keown c/a) $ 2.80 386 (keown c/a) $ 2.80 387 (keown c/a) $ 2.80 388 (keown c/a) $ 2.80 389 (keown c/a) $ 2.10 390 (keown c/a) $ 2.80 392 (keown c/a) $ 2.80 393 (green foil stamped cover, keown) $ 5.60 infinity gauntlet 1 (perez painted cover. thanos) $ 7.00 2 (thanos) $ 4.20 3 (thanos) $ 2.80 john byrne's next men 3 $ 3.00 4 $ 3.00 justice league america 46 $ 0.70 47 $ 0.70 50 $ 1.25 52 $ 0.70 justice league quarterly 1 $ 2.50 justice society of america 1 (april 1991) $ 1.25 kamandi 1 (origin kamandi, kirby art) $25.00 2 (kirby art) $15.00 3 (kirby art) $ 9.00 7 (kirby art) $ 5.00 last generation 1 $ 2.10 magnus robot fighter 21 (new direction & logo begins) $ 5.00 23 $ 3.00 24 $ 2.50 marc spector moon knight 25 (ghost rider appears) $ 2.50 marvel comics presents 1 (wolverine, silver surfer) $ 7.00 2 (wolverine, master of kungfu) $ 3.50 3 (wolverine, master of kungfu) $ 3.50 4 (wolverine, master of kungfu) $ 3.50 5 (wolverine, daredevil) $ 3.50 6 (wolverine, hulk) $ 2.80 7 (wolverine, submariner) $ 2.80 10 (wolverine, man-thing) $ 2.80 11 (man-thing, ant-man) $ 1.40 12 (man-thing, colossus) $ 1.40 13 (black panther, shanna) $ 1.40 14 (black panther, nomad) $ 1.40 17 (ron lim art, black panther) $ 1.40 18 (ron lim art, black panther) $ 1.40 19 (rob liefeld art, cyclops) $ 1.40 20 (ron lim art, black panther) $ 1.40 21 (ron lim art, black panther) $ 1.40 22 (ron lim art, black panther) $ 1.40 25 (nth man, havok, blk panther) $ 1.40 26 (black panther, havok, hulk) $ 1.40 27 (black panther, havok) $ 1.40 28 (black panther, havok) $ 1.40 29 (black panther, havok) $ 1.40 30 (black panther, havok) $ 1.40 31 (erik larsen, excalibur) $ 1.40 42 (wolverine) $ 2.10 51 (rob liefeld, wolverine) $ 2.10 52 (rob liefeld, wolverine) $ 2.10 53 (rob liefeld, silver sable) $ 2.10 60 (wolverine, hulk) $ 4.20 62 (jackson guice, deathlok) $ 5.60 63 (poison, thor, scarlet witch) $ 2.80 64 (mark texiera, ghost rider) $ 3.15 65 (mark texiera, ghost rider) $ 3.15 66 (mark texiera, ghost rider) $ 3.15 67 (mark texiera, ghost rider) $ 3.15 72 (b.w.smith, weapon x) $ 5.60 73 (b.w.smith, weapon x) $ 2.80 75 (b.w.smith, weapon x) $ 2.10 76 (b.w.smith, weapon x) $ 2.10 77 (b.w.smith, weapon x,dracula) $ 2.10 80 (b.w.smith, weapon x) $ 2.10 81 (b.w.smith, weapon x) $ 1.75 82 (b.w.smith, weapon x) $ 1.75 83 (b.w.smith, weapon x) $ 1.75 84 (b.w. smith, weapon x) $ 1.75 85 (1st keith art and jae lee) $ 4.20 88 (keith, wolverine, beast) $ 2.80 97 (ghost rider, cable) $ 1.40 104 (wolverine, ghost rider) $ 1.05 106 (wolverine, ghost rider) $ 1.05 maxx 1 (sam keith) $ 3.00 metropol 1 (ted mckeever) $ 3.00 mighty mouse 2 $ 1.25 4 $ 1.00 5 $ 1.00 6 $ 1.00 10 $ 1.00 moon knight 1 (1980) $ 3.00 'nam 6 $ 1.70 7 $ 1.70 52 (frank castle (punisher)) $ 3.15 new mutants 18 (intro new warlock, magus) $ 6.30 85 (rob liefeld/todd mcfarlane cover) $ 1.05 86 (mcfarlane cover, 1st app cable - cameo) $10.50 88 (rob liefeld, 2nd cable) $14.00 89 (rob liefeld, 3rd cable) $10.50 90 (rob liefeld, sabretooth appears) $ 8.40 91 (rob liefeld, sabretooth appears) $ 8.40 92 (rob liefeld cover) $ 3.50 93 (rob liefeld, wolverine vs cable) $10.50 94 (rob liefeld, wolverine vs cable) $10.50 96 (rob liefeld, x-tinction agenda) $ 8.40 97 (rob liefeld, wolverine/cable cover) $ 8.40 98 (1st app deadpool, gideon, domino) $ 8.40 99 (1st app feral of x-force) $ 5.40 100 (1st app x-force) $ 6.30 annual 4 (evolutionary war) $ 2.10 annual 5 (1st liefeld art on new mutants) $12.60 annual 6 $ 1.40 annual 7 (2nd app x-force) $ 8.40 summer special 1 (art adams art) $ 2.10 olympians 1 (mcfarlane) $ 2.80 omega men 3 (1st appearance lobo) $ 7.00 10 (1st full lobo story) $ 7.00 annual 1 $ 1.05 2 $ 1.05 power man & iron fist 78 (3rd appearance sabretooth) $25.00 84 (4th appearance sabretooth) $20.00 power pack 27 (wolverine and sabretooth appear) $ 7.00 predator: big game 3 (contains trading cards) $ 2.10 punisher 9 (wilce portacio) $ 7.70 punisher and captain america: blood and glory 1 $ 5.00 2 $ 5.00 3 $ 5.00 punisher p.o.v 1 (starlin script, wrightson art) $ 5.00 2 (starlin script, wrightson art) $ 5.00 3 (starlin script, wrightson art) $ 5.00 punisher war journal 16 (jim lee art) $ 3.50 29 (ghost rider appears) $ 1.75 30 (ghost rider appears) $ 1.75 31 $ 1.25 32 $ 1.25 35 $ 1.25 36 $ 1.25 38 $ 1.25 39 $ 1.25 40 $ 1.25 punisher war zone 1 (die-cut cover) $ 2.45 2 $ 1.75 ragman 1 (pat broderick, origin ragman) $ 3.00 rocketeer special edition (dave stevens art, 1984) $ 7.00 shadowman 13 $ 2.50 14 $ 2.50 simpsons comics and stories 1 (polybagged special ed.) $10.00 solar man of the atom 18 $ 3.00 19 $ 2.75 20 $ 2.75 21 $ 2.50 22 $ 2.50 spectacular spider-man 81 (punisher appears) $ 9.80 93 (answer appears) $ 2.10 94 (cloak and dagger appear) $ 2.10 95 (cloak and dagger appear) $ 2.10 99 (spot appears) $ 2.10 116 (sabretooth appears) $ 3.50 117 (sabretooth appears) $ 3.50 119 (sabretooth appears) $ 3.50 124 (dr. octopus appears) $ 1.75 130 (hobgoblin appears) $ 2.80 131 (kraven appears) $ 4.20 132 (kraven appears) $ 3.50 140 (punisher appears) $ 2.10 142 (punisher appears) $ 3.50 143 (punisher appears) $ 3.50 147 (1st app new hobgoblin) $14.00 152 (origin lobo bros, punisher) $ 1.40 157 $ 1.40 158 (spider-man gets new powers) $ 8.40 159 (cosmic spider-man appears) $ 5.60 160 $ 1.05 189 (1st ed hologram, hobgoblin) $ 5.60 annual 10 (mcfarlane story) $ 1.75 spider-man 1 (gold edition, direct sale) $ 3.50 1 (regular edition, green, unbagged) $ 3.50 5 (lizard, calypso appear, mcfarlane) $ 2.80 6 (hobgoblin, ghost rider appear) $ 4.20 7 (hobgoblin, ghost rider appear) $ 4.20 13 (black costume returns) $ 3.50 14 (black costume, morbius appear) $ 5.00 16 (mcfarlane/liefeld art, x-force appears) $ 3.00 18 (sinister six, hulk appear) $ 2.00 19 (hulk, deathlok appear) $ 2.00 26 (origin retold, hologram cover) $ 3.00 star trek the next generation 1 (feb 1988, dc mini) $ 7.00 star trek the next generation 1 (oct 1989, dc comics) $ 6.30 2 $ 4.20 strange adventures (dozens, but in varying high grades) ask swamp thing 72 $ 1.25 73 (john constantine appears) $ 1.25 annual 3 $ 1.40 tales of the teen titans 44 (deathstroke app/orogin) $ 5.60 terminator 1 (dark horse) $ 4.20 terminator: secondary objectives 1 $ 2.10 terminator 2 judgement day 1 $ 1.00 thor 374 (mutant massacre, x-factor, sabretooth app) $ 5.60 432 (eric masterson becomes new thor) $ 2.10 warlock and the infinity watch 2 (starlin scripts) $ 2.80 3 $ 2.10 4 $ 1.60 5 $ 1.60 6 $ 1.60 7 $ 1.25 8 $ 1.25 9 (gamora vs thanos) $ 1.25 web of spider-man 2 $ 4.90 3 $ 4.90 4 $ 3.50 5 $ 3.50 8 (thunder appears) $ 3.15 16 (magma appears) $ 2.30 18 $ 2.30 20 $ 2.30 21 $ 2.30 29 (hobgoblin, wolverine appear) $ 9.10 30 (origin rose, hobgoblin appears) $ 8.40 47 (hobgoblin appears) $ 1.00 52 $ 1.00 66 (green goblin as super-hero) $ 1.40 67 (green goblin as super-hero) $ 1.40 68 $ 1.00 71 $ 1.00 72 $ 1.00 73 $ 1.00 74 $ 1.00 75 $ 1.00 76 $ 1.00 77 $ 1.00 78 $ 1.00 79 $ 1.00 80 $ 1.00 81 $ 1.00 82 $ 1.00 83 $ 1.00 84 (rose & hobgoblin story) $ 1.00 85 (rose & hobgoblin story) $ 1.00 86 (rose & hobgoblin story) $ 1.00 87 (rose & hobgoblin story) $ 1.00 90 (hologram cover, polybagged) $ 4.20 91 $ 1.00 annual 3 $ 2.00 werewolf by night 33 (2nd appearance moon knight) $20.00 37 (moon knight appears) $ 5.00 wolverine 10 (before claws, 1st battle with sabretooth) $16.80 41 (sabretooth claims to be wolverine's dad) $ 7.00 42 (sabretooth proven not to be his dad) $ 3.50 43 (sabretooth/wolverine saga concludes) $ 2.80 wolverine 1 (1982 mini-series, miller art) $21.00 wonder woman 267 (return of animal man) $13.00 annual 1 $ 2.00 2 $ 2.00 x-factor 47 $ 1.05 51 (sabretooth appears) $ 3.50 52 (sabretooth appears) $ 3.50 53 (sabretooth appears) $ 3.50 57 $ 1.00 62 (x-tinction agenda, jim lee cover) $ 4.20 63 (whilce portacio art begins) $ 4.20 69 (whilce portacio art) $ 1.40 70 (last ""old team"" issue) $ 1.40 annual 6 (new warriors, x-force appear) $ 1.75 x-force 1 (signed by liefeld, bagged, x-force card) $25.00 1 (signed by liefeld, bagged, shatterstar card) $15.00 1 (signed by liefeld, bagged, deadpool card) $15.00 1 (signed by liefeld, bagged, sunspot/gideon) $15.00 1 (bagged, cable card) $ 4.20 x-men 210 (mutant massacre, intro marauders) $12.60 211 (mutant massacre, marauders appear) $12.60 212 (wolverine battles sabretooth) $22.00 213 (wolverine battles sabretooth) $22.00 218 (art adams cover) $ 2.80 226 (fall of the mutants) $ 5.60 239 (inferno) $ 2.80 245 (rob liefeld art) $ 2.10 253 (all new x-men begin) $ 2.80 267 (jim lee art series begins) $ 8.40 276 (jim lee art) $ 1.05 277 (last jim lee art) $ 1.05 279 $ 1.05 280 $ 1.05 281 (new x-men team, 1st printing) $ 4.20 x-o manowar 13 $ 3.00 15 $ 3.00 16 $ 3.00 all comics are in near mint to mint condition, are bagged in shiny polypropylene bags, and backed with white acid free boards. shipping is $1.50 for one book, $3.00 for more than one book, or free if you order a large enough amount of stuff. i am willing to haggle. i have thousands and thousands of other comics, so please let me know what you've been looking for, and maybe i can help. some titles i have posted here don't list every issue i have of that title, i tried to save space.",6
8520,"why don't you just look it up in the merk? or check out the medical dictionary cite which a doctor mentioned earlier in this thread? among others, see olney's ""excitotoxic food aditives - relevance of animal studies to human safety"" (1982) neurobehav. toxicol. teratol. vol 6: 455-462. i'm sure peta would love to hear your arguments. whose talking about ""food science""? what is this comment supposed to mean? *neurotoxicology and tratology*, *brain research*, *nature*, *progress in brain research*: all fine food science journals. ;-) then you would know that olney himself has casually referred to ""chinese restaurant syndrome"" in a few articles. why don't *you* point us to some studies? maybe then this exchange could be productive. they're unable to metabolise it. who said anything about 'received wisdom'? there is no question that orally administered doses of msg are capable of destroying nearly all neurons in the arcuate nucleus of the hypothalamus and the median eminence. these areas are responsible for the production of hormones critical to normal neuroendocrine function and the normal development of the vertabrate organism. humans are vertebrates. now what, pray tell, do you think will happen when the area of the brain necessary for the normal rhythm of gonadotropin release is missing? are you trying to say that humans have no need of their pituitary, anh, and me, of that part of the brain that is responsible for controlling the realease (albeit indirectly) of estradiol and testosterone? how do you expect anyone to do the studies on this? it's unethical to ""sacrifice"" humans to check out what effects chronic, acute, etc doses of these compounds are having on the brain tissue in humans. the food industry knows this. that's why the animal model is used in medicine and psych. if you're talking about straight sensitivity, it would be useful to define the term. there are plenty of studies on psychoneuroimmunology showing the link between attitude and physiology. i suspect we may be arguing about separate things; *only* adult sensitivities (you), and late-occuring sequelae of childhood ingestion and its implication for adults (me). certainly the doses for excitotoxicity in adults are considerably larger than for the young, but the additivity of glu and asp, and their copious and increased presence in modern processed foods (jointly), and their hidden presence in hvp, necessitates extreme caution. why would anyone want to eat compounds which have been shown to markedly perturb the endocrine system in adults? the main point is *blood levels* attained, and oral doses would likely have to be greater than sc. olney's work provides a putative causal mechanism for some sensitivities. terry, epelbaum and martin have shown that orally administered msg causes changes in normal gonadotropic hormone fluctutations in adults. glu also was found to induce immediate and persistant supression of rhythmic gh secretion, and to induce rapid and transient release of prolactin in adults chronically exposed to msg. gh is responsible not only for control of growth during development, but also converts glycogen into glucose. could this be the cause of headaches? i don't know.",13
8521,"ok: so you were a naive teen. wrong: 1915 and if you do your homework, 1909. but he was born last century (1883).",19
